type,text
"Joke","1st Officer: ""Guess who I pulled over in a traffic stop the other day?"" 2nd Officer: ""Who?"" 1st Officer: ""Janet Jackson!"" 2nd Officer: ""What she do, was she speeding?"" 1st Officer: ""Nah, she had one headlight out."""
"Joke","A father came in the bedroom to find his 13-year-old daughter smoking a cigarette. ""My God! How long have you been smoking?"" screams the father. ""Since I lost my virginity,"" replies the girl. ""You lost your VIRGINITY!!! When the hell did this happen?"" shrieks the father. ""I don't remember,"" says the girl. ""I was completely drunk."""
"Joke","a man goes on a trip to japan on business. inbetween sessions, he goes to play golf. he ends up having the worst day of his life. all double bogeys. a fellow golfer tells him the best way to correct this is to go get laid, so he will relax. he goes to the local, and goes at it. the lady spends the entire evening screaming, naha sari! over and over. the man then triumphantly returns, and at the first hole, he hits a hole in one! thinking of the night before , he smiles, and yells, naha sari! the man golfing with him looks and says, ""what do you mean wrong hole?"""
"Joke","I've hated your looks from the stare they gave me."
"Joke","The stockbroker's secretary answered his phone one morning. ""I'm sorry,"" she said, ""Mr. Bradford's on another line."" ""This is Mr. Ingram's office,"" the caller said. ""We'd like to know if he's bullish or bearish right now."" ""He's talking to his wife,"" the secretary replied. ""Right now I'd say he's sheepish."""
"Joke","A kid is asking questions about many professionals, when they urgently need to go to the rest rooms:"
"Joke","A magician was working on a cruise ship in the Caribbean. The audience would be different each week, so the magician allowed himself to do the same tricks over and over again. There was only one problem: The captain's parrot saw the shows each week and began to understand how the magician did every trick. Once he understood he started shouting in the middle of the show: ""Look, it's not the same hat"" ""Look, he is hiding the flowers under the table"" ""Hey, why are all the cards the Ace of Spades ?"" The magician was furious but couldn't do anything; it was, after all, the captain's parrot. One day the ship had an accident and sank. The magician found himself on a piece of wood in the middle of the ocean with the parrot, of course. They stared at each other with hatred, but did not utter a word. This went on for a day and then another and another. After a week the parrot said: ""OK, I give up. Where's the boat?"""
"Joke","You're nobody's fool. Let's see if we can get someone to adopt you."
"Joke","Q: Hey, did you hear that OJ is starting a limo service?A: Yeah, he guarantees that he'll get you there with plenty of time to kill.Q: Did you hear about Delta Burke's tragic suicide attempt?A: She tried to harpoon herself."
"Joke","Yo Mama so stupid she thought Michael Jackson was a boy."
"Joke","These two guys, George and Harry, set out in a Hot Air balloon to cross the Atlantic Ocean. After 37 hours in the air, George says ""Harry, we better lose some altitude so we can see where we are"". Harry lets out some of the hot air in the balloon, and the balloon descends to below the cloud cover. George says, ""I still can't tell where we are, lets ask that guy on the ground"". So Harry yells down to the man ""Hey, could you tell us where we are?"". And the man on the ground yells back ""You're in a balloon, 100 feet up in the air"". George turns to Harry and says ""That man must be a lawyer"". AndHarry says ""How can you tell?"". George says ""Because the advice he gave us is 100% accurate, and totally useless"".That's the end of the Joke, but for you people who are still worried about George and Harry: They end up in the drink, and make the front page of the New York Times: ""Balloonists Soaked by Lawyer""."
"Joke","A motorist had a flat tire in front of an insane asylum. He took the wheel off, and the bolts that held the wheel on rolled into the sewer. A patient, looking through the fence, suggested that he take one bolt off of the remaining three tires to hold up the new tire until he got to a service station. The motorist thanked him profusely and said, ""I don't know why you are in that place. ""The patient said, ""I'm here for being crazy, not stupid. """
"Joke","One day, this woman went to a bait shop to get her husband a fishing reel for his birthday. After selecting one, she inquired as to its cost. The owner replied, ""I'm sorry, ma'am, but I'm blind and cannot see what reel you have. If you drop it on the floor, I'll recognize it and be of more help."" So she did just that.After hearing it hit the floor, the owner said, ""That's the Johnson Model 9400. It'll be $40.00.""The woman decided to take it so she went to pick it up off the floor. Upon bending over, she laid a stinky, sqeaky fart.The owner rang up the sale and said, ""That'll be fifty dollars."" ""Fifty dollars?!?!"" the woman exclaimed. ""You just told me that is was forty dollars a moment ago!""""Yes, I did"", said the owner, ""But that was for the reel. The duck call is another $7.50 and the stink bait is $2.50."""
"Joke","An older couple are playing in the annual club championship. They are playing in a playoff hole and it is down to a 6 inch putt that the wife has to make. She takes her stance and her husband can see her trembling. She putts and misses, they lose the match. On the way home in the car her husband is fuming,""I can't believe you missed that putt!"" ""That putt was no longer than my 'willy'.""The wife just looked over at her husband and smiled and said, ""yes dear, but it was much harder!""."
